2react,default,yes,1,2,0,1,18.42,1.874947271763825E-7,1.24
2react,default,yes,10,2,0,1,18.91,1.874947271763825E-7,1.22
2react,default,yes,100,2,0,1,22.75,1.874947271763825E-7,1.13
2react,loose,yes,1,2,0,1,18.86,1.874947271763825E-7,1.12
2react,loose,yes,10,2,0,8,21.38,1.874947271763825E-7,1.15
2react,loose,yes,100,2,0,99,24.58,1.874947271763825E-7,1.17
2react,default,yes,1,10,0,1,19.43,2.966371921998396E-7,1.17
2react,default,yes,10,10,0,1,19.25,2.966371921998396E-7,1.10
2react,default,yes,100,10,0,1,21.63,2.966371921998396E-7,1.17
2react,loose,yes,1,10,0,1,19.92,2.966371921998396E-7,1.11
2react,loose,yes,10,10,0,10,20.50,2.966371921998396E-7,1.12
2react,loose,yes,100,10,0,100,22.76,2.966371921998396E-7,1.21
2react,default,yes,1,20,0,1,19.71,2.985957390003986E-7,1.17
2react,default,yes,10,20,0,1,19.85,2.985957390003986E-7,1.23
2react,default,yes,100,20,0,1,22.42,2.985957390003986E-7,1.18
2react,loose,yes,1,20,0,0,20.01,2.985957390003986E-7,1.25
2react,loose,yes,10,20,0,8,22.60,2.985957390003986E-7,1.19
2react,loose,yes,100,20,0,86,24.60,2.985957390003986E-7,1.25
2react,default,yes,1,2,2,1,19.35,2.231512466395546E-7,1.21
2react,default,yes,10,2,2,1,19.29,2.231512466395546E-7,1.07
2react,default,yes,100,2,2,1,21.29,2.231512466395546E-7,1.09
2react,loose,yes,1,2,2,1,18.93,2.231512466395546E-7,1.11
2react,loose,yes,10,2,2,8,20.19,2.231512466395546E-7,1.09
2react,loose,yes,100,2,2,91,24.74,2.231512466395546E-7,1.14
2react,default,yes,1,10,2,1,19.49,2.975944832913105E-7,1.25
2react,default,yes,10,10,2,1,19.35,2.975944832913105E-7,1.14
2react,default,yes,100,10,2,1,22.02,2.975944832913105E-7,1.13
2react,loose,yes,1,10,2,1,20.45,2.975944832913105E-7,1.07
2react,loose,yes,10,10,2,8,20.59,2.975944832913105E-7,1.20
2react,loose,yes,100,10,2,90,24.38,2.975944832913105E-7,1.16
2react,default,yes,1,20,2,1,19.95,2.985959531926272E-7,1.17
2react,default,yes,10,20,2,1,19.98,2.985959531926272E-7,1.12
2react,default,yes,100,20,2,1,22.98,2.985959531926272E-7,1.09
2react,loose,yes,1,20,2,1,20.50,2.985959531926272E-7,1.11
2react,loose,yes,10,20,2,8,20.62,2.985959531926272E-7,1.20
2react,loose,yes,100,20,2,100,30.43,2.985959531926272E-7,1.14
2react,default,yes,1,2,4,1,18.99,2.231512466395546E-7,1.24
2react,default,yes,10,2,4,1,19.17,2.231512466395546E-7,1.19
2react,default,yes,100,2,4,1,23.15,2.231512466395546E-7,1.11
2react,loose,yes,1,2,4,1,20.37,2.231512466395546E-7,1.12
2react,loose,yes,10,2,4,10,19.72,2.231512466395546E-7,1.13
2react,loose,yes,100,2,4,41,24.30,2.231512466395546E-7,1.22
2react,default,yes,1,10,4,1,19.58,2.975944832913105E-7,1.11
2react,default,yes,10,10,4,1,19.90,2.975944832913105E-7,1.13
2react,default,yes,100,10,4,1,21.92,2.975944832913105E-7,1.22
2react,loose,yes,1,10,4,1,19.43,2.975944832913105E-7,1.08
2react,loose,yes,10,10,4,3,20.02,2.975944832913105E-7,1.20
2react,loose,yes,100,10,4,100,25.10,2.975944832913105E-7,1.14
2react,default,yes,1,20,4,1,20.52,2.985959531926272E-7,1.17
2react,default,yes,10,20,4,1,20.07,2.985959531926272E-7,1.23
2react,default,yes,100,20,4,1,22.78,2.985959531926272E-7,1.17
2react,loose,yes,1,20,4,1,20.02,2.985959531926272E-7,1.23
2react,loose,yes,10,20,4,10,20.58,2.985959531926272E-7,1.21
2react,loose,yes,100,20,4,34,26.66,2.985959531926272E-7,1.12
6react,default,yes,1,2,0,1,19.40,2.985959531926272E-7,Command
6react,default,yes,10,2,0,1,19.62,2.985959531926272E-7,Command
6react,default,yes,100,2,0,1,22.80,2.985959531926272E-7,Command
6react,loose,yes,1,2,0,1,22.15,1.0,1.22
6react,loose,yes,10,2,0,8,20.52,1.0,1.17
6react,loose,yes,100,2,0,74,25.88,1.0,1.19
6react,default,yes,1,10,0,1,19.44,1.0,Command
6react,default,yes,10,10,0,1,19.82,1.0,Command
6react,default,yes,100,10,0,1,23.33,1.0,Command
6react,loose,yes,1,10,0,1,21.54,1.0,1.09
6react,loose,yes,10,10,0,6,20.79,1.0,1.22
6react,loose,yes,100,10,0,100,42.63,1.0,1.17
6react,default,yes,1,20,0,1,19.90,1.0,Command
6react,default,yes,10,20,0,1,20.16,1.0,Command
6react,default,yes,100,20,0,1,22.52,1.0,Command
6react,loose,yes,1,20,0,1,22.19,1.0,1.18
6react,loose,yes,10,20,0,10,22.31,1.0,1.24
6react,loose,yes,100,20,0,100,26.61,1.0,1.27
6react,default,yes,1,2,2,1,19.15,1.0,1.18
6react,default,yes,10,2,2,1,20.33,1.0,1.24
6react,default,yes,100,2,2,1,23.07,1.0,1.21
6react,loose,yes,1,2,2,0,21.95,1.0,1.22
6react,loose,yes,10,2,2,10,21.73,1.0,1.30
6react,loose,yes,100,2,2,93,26.93,1.0,1.17
6react,default,yes,1,10,2,1,19.42,1.0,1.25
6react,default,yes,10,10,2,1,19.85,1.0,1.24
6react,default,yes,100,10,2,1,26.71,1.0,1.32
6react,loose,yes,1,10,2,1,21.48,1.0,1.13
6react,loose,yes,10,10,2,7,20.42,1.0,1.23
6react,loose,yes,100,10,2,89,26.16,1.0,1.17
6react,default,yes,1,20,2,1,20.06,1.0,1.19
6react,default,yes,10,20,2,1,19.42,1.0,1.24
6react,default,yes,100,20,2,1,22.67,1.0,1.20
