2react,default,yes,1,2,0,1,18.71,1.874947271763825e-07,1.11
2react,default,yes,10,2,0,1,18.82,1.874947271763825e-07,1.12
2react,default,yes,100,2,0,1,21.31,1.874947271763825e-07,1.15
2react,loose,yes,1,2,0,1,18.86,1.874947271763825e-07,1.16
2react,loose,yes,10,2,0,10,19.92,1.874947271763825e-07,1.07
2react,loose,yes,100,2,0,100,24.75,1.874947271763825e-07,1.15
2react,default,yes,1,10,0,1,19.17,2.966371921998396e-07,1.18
2react,default,yes,10,10,0,1,19.54,2.966371921998396e-07,1.10
2react,default,yes,100,10,0,1,21.76,2.966371921998396e-07,1.20
2react,loose,yes,1,10,0,1,19.73,2.966371921998396e-07,1.18
2react,loose,yes,10,10,0,10,18.00,2.966371921998396e-07,1.20
2react,loose,yes,100,10,0,99,26.75,2.966371921998396e-07,1.16
2react,default,yes,1,20,0,1,19.98,2.985957390003986e-07,1.23
2react,default,yes,10,20,0,1,21.33,2.985957390003986e-07,1.22
2react,default,yes,100,20,0,1,23.43,2.985957390003986e-07,1.24
2react,loose,yes,1,20,0,1,19.60,2.985957390003986e-07,1.17
2react,loose,yes,10,20,0,9,20.51,2.985957390003986e-07,1.18
2react,loose,yes,100,20,0,100,33.67,2.985957390003986e-07,1.19
2react,default,yes,1,2,2,1,19.52,2.231512466395546e-07,1.21
2react,default,yes,10,2,2,1,19.53,2.231512466395546e-07,1.20
2react,default,yes,100,2,2,1,21.89,2.231512466395546e-07,1.14
2react,loose,yes,1,2,2,1,19.51,2.231512466395546e-07,1.21
2react,loose,yes,10,2,2,6,19.41,2.231512466395546e-07,1.18
2react,loose,yes,100,2,2,71,23.94,2.231512466395546e-07,1.17
2react,default,yes,1,10,2,1,19.69,2.975944832913105e-07,1.16
2react,default,yes,10,10,2,1,20.13,2.975944832913105e-07,1.17
2react,default,yes,100,10,2,1,22.46,2.975944832913105e-07,1.09
2react,loose,yes,1,10,2,1,20.09,2.975944832913105e-07,1.13
2react,loose,yes,10,10,2,10,20.32,2.975944832913105e-07,1.11
2react,loose,yes,100,10,2,90,24.70,2.975944832913105e-07,1.15
2react,default,yes,1,20,2,1,19.81,2.985959531926272e-07,1.23
2react,default,yes,10,20,2,1,20.40,2.985959531926272e-07,1.16
2react,default,yes,100,20,2,1,22.09,2.985959531926272e-07,1.12
2react,loose,yes,1,20,2,1,20.15,2.985959531926272e-07,1.14
2react,loose,yes,10,20,2,4,17.99,2.985959531926272e-07,1.20
2react,loose,yes,100,20,2,76,25.49,2.985959531926272e-07,1.21
2react,default,yes,1,2,4,1,19.23,2.231512466395546e-07,1.20
2react,default,yes,10,2,4,1,19.41,2.231512466395546e-07,1.06
2react,default,yes,100,2,4,1,21.35,2.231512466395546e-07,1.08
2react,loose,yes,1,2,4,0,19.11,2.231512466395546e-07,1.16
2react,loose,yes,10,2,4,6,19.88,2.231512466395546e-07,1.15
2react,loose,yes,100,2,4,100,24.55,2.231512466395546e-07,1.16
2react,default,yes,1,10,4,1,19.13,2.975944832913105e-07,1.19
2react,default,yes,10,10,4,1,19.69,2.975944832913105e-07,1.18
2react,default,yes,100,10,4,1,23.61,2.975944832913105e-07,1.09
2react,loose,yes,1,10,4,0,19.40,2.975944832913105e-07,1.08
2react,loose,yes,10,10,4,7,20.74,2.975944832913105e-07,1.16
2react,loose,yes,100,10,4,100,30.45,2.975944832913105e-07,1.21
2react,default,yes,1,20,4,1,19.79,2.985959531926272e-07,1.12
2react,default,yes,10,20,4,1,20.03,2.985959531926272e-07,1.11
2react,default,yes,100,20,4,1,23.47,2.985959531926272e-07,1.18
2react,loose,yes,1,20,4,0,20.64,2.985959531926272e-07,1.20
2react,loose,yes,10,20,4,10,21.99,2.985959531926272e-07,1.17
2react,loose,yes,100,20,4,99,24.38,2.985959531926272e-07,1.10
6react,default,yes,1,2,0,1,21.29,1.4352424423184632e-26,1.23
6react,default,yes,10,2,0,1,21.80,1.4352424423184632e-26,1.28
6react,default,yes,100,2,0,1,24.82,1.4352424423184632e-26,1.39
6react,loose,yes,1,2,0,1,21.34,3.596967843841261e-63,1.18
6react,loose,yes,10,2,0,6,22.36,2.9646047108503155e-52,1.22
6react,loose,yes,100,2,0,100,37.37,1.9844929290481322e-20,1.22
6react,default,yes,1,10,0,1,21.75,1.445048465651616e-26,1.22
6react,default,yes,10,10,0,1,21.67,1.445048465651616e-26,1.25
6react,default,yes,100,10,0,1,24.78,1.445048465651616e-26,1.33
6react,loose,yes,1,10,0,1,21.16,3.417933068104049e-71,1.22
6react,loose,yes,10,10,0,8,22.08,5.285345953984152e-46,1.15
6react,loose,yes,100,10,0,91,32.16,2.1229848662808013e-20,1.27
6react,default,yes,1,20,0,1,21.38,1.4450496579564234e-26,1.32
6react,default,yes,10,20,0,1,22.51,1.4450496579564234e-26,1.34
6react,default,yes,100,20,0,1,27.17,1.4450496579564234e-26,1.20
6react,loose,yes,1,20,0,1,20.72,1.9928141004589932e-69,1.10
6react,loose,yes,10,20,0,9,22.78,3.330788009531114e-42,1.22
6react,loose,yes,100,20,0,89,30.56,3.016883681979108e-23,1.29
6react,default,yes,1,2,2,1,21.59,1.4354449704847105e-26,1.29
6react,default,yes,10,2,2,1,22.08,1.4354449704847105e-26,1.25
6react,default,yes,100,2,2,1,25.46,1.4354449704847105e-26,1.18
6react,loose,yes,1,2,2,1,21.53,1.4598835005055097e-61,1.20
6react,loose,yes,10,2,2,10,24.93,7.390283000639986e-38,1.24
6react,loose,yes,100,2,2,100,30.60,3.235210660662149e-19,1.28
6react,default,yes,1,10,2,1,21.77,1.44504911586778e-26,1.23
6react,default,yes,10,10,2,1,22.74,1.44504911586778e-26,1.23
6react,default,yes,100,10,2,1,28.68,1.44504911586778e-26,1.25
6react,loose,yes,1,10,2,1,21.71,7.353967054093658e-61,1.20
6react,loose,yes,10,10,2,10,22.66,5.373464139767345e-35,1.31
6react,loose,yes,100,10,2,42,30.44,4.322438681015703e-18,1.25
6react,default,yes,1,20,2,1,21.85,1.4450496685986028e-26,1.33
6react,default,yes,10,20,2,1,22.21,1.4450496685986028e-26,1.28
6react,default,yes,100,20,2,1,26.68,1.4450496685986028e-26,1.24
6react,loose,yes,1,20,2,1,22.25,7.95260424230351e-65,1.20
6react,loose,yes,10,20,2,4,22.68,1.8668025177148757e-48,1.31
6react,loose,yes,100,20,2,100,43.42,4.211506929804683e-18,1.27
6react,default,yes,1,2,4,1,23.53,1.4352424423184632e-26,1.21
6react,default,yes,10,2,4,1,23.10,1.4352424423184632e-26,1.33
